anycondition_number
5839
15494
3427
18291
38444
2031
3427
2275
24215
4843
15360
3427
34606
14983
2303
12751
12920
12010
44633
21647
2010
28203
2853
6571
30020
6517
3427
4870
25937
3427
5225
26629
788
2690
10179
1287
26805
9302
8857
3453
5298
11421
10820
10462
21228
13623
40826
1286
3921
288
19376
22744
8271
29034
3427
5463
7444
3325
3427
6813
3110
6778
21840
16824
3548
5783
6854
9528
2813
36408
10829
22395
3427
15698
418
18460
1039
23089
3427
168
10650
14251
13572
21311
3233
761
4446
6786
9031
10463
1763
24418
19116
3427
35881
15821
20171
3311
5195
7253
3427
3024
8926
4301
4467
3427
31502
5485
3035
6370
3427
11224
23704
5948
16375
7843
11004
1465
3212
18101
1970
6498
3128
1573
4233
15180
27267
3427
9388
2201
7445
3427
8971
533
14951
26831
9519
27187
7144
3427
38151
9984
7696
3427
18373
2230
2355
18615
3427
2740
18332
5295
3427
5820
3427
6406
3427
3857
2358
13498
2985
1294
1778
9405
22681
238
10591
6003
12752
1390
2966
3418
3427
3786
514
2666
5170
8312
39735
2102
7990
1028
3427
3427
6896
15424
1637
1154
10051
3427
1396
20622
3427
4783
11250
3427
528
3147
9956
11117
3072
5431
24897
3470
3427
9851
1153
6392
3427
5795
1989
10137
10132
3427
10406
27382
763
15710
3941
3427
20237
33720
5115
20999
8662
6917
10019
3427
1654
10112
274
5682
19370
3427
33799
3427
14206
630
7002
4564
3427
8598
44391
1906
7032
9066
313
15374
13982
13406
4054
24354
2504
4313
1774
27396
3112
8188
4919
5555
1154
3427
25369
7041
34681
3923
7556
3427
15345
3427
40757
5346
3427
38764
4288
2221
13392
33866
20084
3427
25593
3427
10236
4119
3427
6252
7859
3427
5824
42033
1388
8784
1144
5287
1868
3427
17794
3427
10163
24237
3427
2241
36586
13121
7079
3427
6051
15425
15184
22361
3427
270
240
17991
11641
8302
5948
693
26221
683
34020
12094
4769
8919
9773
723
19038
4636
13012
14232
6805
1339
6339
847
3427
8780
13023
1050
3427
13915
1084
463
1163
2736
15830
2918
12743
1799
1045
18852
9557
12279
28249
4872
3427
397
3136
1103
3427
4439
4867
2276
7147
8032
13009
18525
22738
25439
7765
3427
11567
3427
3427
3427
17157
23374
3672
8033
597
776
3778
21537
3427
9596
8272
920
31092
13448
3427
44759
6606
19433
3427
6010
12120
3427
3427
27659
26645
11351
1379
23755
34659
978
7621
27496
12481
19408
5575
2307
6267
11269
2888
2359
3427
20797
2043
1565
3427
11141
2295
22123
11336
1823
31878
5876
12215
1950
3101
3062
1840
3427
18183
3730
14836
3427
3427
3706
8970
8280
3427
21072
7057
3338
5062
20328
12073
16059
22807
3427
2203
1808
12527
3427
2374
3427
3427
30982
5803
20472
3129
15102
3510
10293
6061
30214
10864
14809
3427
39450
26286
6403
8172
28882
231
4315
669
228
3686
3516
402
583
844
12191
7334
14293
14619
3427
2166
4759
5404
3427
3890
13954
1509
11561
3427
3292
5686
11067
354
3182
1445
748
3427
23706
11068
810
3083
3427
7324
25128
3539
22660
44780
8907
23714
3427
39144
13096
15288
8847
3427
11222
6671
14947
3312
14168
6740
3229
13531
26805
5616
4576
3427
1423
6361
36363
5926
5275
7010
6061
32057
6782
3081
12223
4872
2285
4457
3427
1987
10851
1401
2704
21175
30961
4390
10911
4909
3427
4756
7180
5085
12630
1814
6201
2133
7605
32048
10018
13902
6371
7509
9202
2622
4155
3427
11703
8974
8411
4942
6323
922
30252
23096
9425
23582
6202
24316
8793
9398
12311
3427
3346
667
15789
8930
5709
20956
9420
28000
6908
4248
34625
3427
2764
3702
5148
3427
3427
3634
27421
2193
5246
16791
9084
9952
3427
12049
7005
8475
26619
1612
5808
4646
12040
2267
1970
15366
3427
742
3177
6045
7885
7254
1353
1271
7718
6776
9734
7494
6222
2394
1849
16650
4883
2733
1607
267
2097
4103
3427
893
3427
1673
16536
3443
5687
25459
7840
22956
5701
1154
29197
3427
20546
2944
11021
7841
13405
11652
3131
5788
12897
3427
5955
3427
3427
12856
13035
37390
3427
5923
3427
44576
1063
23126
32638
9030
26575
36672
11977
4434
3427
7062
1916
26074
5158
7592
11737
11842
7884
15439
3427
4175
18911
20048
3427
1484
3427
10919
3618
4913
2985
3419
3076
3427
3427
15892
10835
12199
4028
3427
2808
2027
445
9727
10059
20070
5493
8970
1324
3427
3427
2157
10569
3427
4037
6505
6101
47
1203
2483
3427
1278
3819
2181
15141
3271
14746
8469
3427
9392
5318
2105
38077
179
16204
19042
1697
6832
29389
3563
3427
3427
9140
3427
22330
3796
3427
6113
1447
11824
45730
36296
636
3557
2947
3427
5235
43966
43152
15243
11325
2833
3427
751
6232
3427
3427
11108
14458
3427
11830
6600
454
3427
3427
3427
33909
36330
23523
9347
2614
19430
24452
15013
24296
2229
3427
6107
38230
3427
3427
11635
3427
3427
23293
8315
8552
2720
20571
16320
25702
8637
16049
8580
18981
5454
20395
4409
7426
3427
2627
2713
509
13840
29910
35630
16079
4258
3427
4937
15597
38484
11537
26771
6242
3427
5997
6251
8670
3145
929
32706
25732
2620
23949
3427
3427
4942
3427
5026
7818
16336
10065
2741
42082
1587
6568
7723
3366
18095
11640
8838
7248
11730
11430
3905
15048
12796
7117
3427
3427
9499
6364
15060
3427
14485
7199
7832
9642
3427
41161
11469
12086
6337
5836
1153
13085
7583
7798
1458
13833
33121
4187
15173
6148
5947
5828
2176
14120
6499
3427
2874
14521
45316
3427
3427
3465
2550
3427
37649
3427
15729
6661
21826
13484
3427
3211
5937
3241
42276
1564
1731
2143
3427
36571
10218
27078
3427
5423
3427
5687
6228
21743
3427
9561
608
572
6632
16608
6593
8957
4435
4657
16028
10021
25861
20281
4697
1552
3427
3109
7116
1891
3427
13883
18589
9180
3427
5953
15678
1629
3427
14852
24426
3422
3427
2946
17129
305
15596
1762
5181
2336
5701
35014
14063
423
7855
251
1131
4018
12393
3427
3240
11821
3271
17943
3205
3427
732
15357
28434
3427
11001
7159
2321
5601
12420
28593
1783
7929
7147
947
11877
4893
36584
36197
11988
3024
3427
13819
1505
312
6884
9242
6463
36229
8629
5211
5635
16516
3427
2810
11414
27322
15565
4630
24133
14933
15091
10674
3427
3427
11722
3427
3245
682
3427
20436
13469
8881
3942
21101
3341
356
4073
3427
11915
3902
2271
14044
13722
9655
9805
14271
9226
10105
3427
4018
3427
27636
11266
26139
3435
3952
9403
4301
3427
26517
15000
12408
530
7685
27297
1348
11744
12662
227
13954
13636
8209
5324
5673
27348
8891
864
4457
2563
10882
1099
11266
30443
9903
4323
3427
12841
24383
26937
3427
38332
2868
839
3427
41783
3374
10484
6790
13108
13404
8559
5622
3568
13764
22464
4960
3059
2284
6651
747
3427
3663
7191
5441
12804
3427
3427
21828
12868
3230
1254
8096
1816
3427
4942
3769
6060
10366
4256
13562
5373
6617
20531
943
12893
3268
5769
3304
1601
16219
9284
3427
2433
28324
37403
9666
4236
3462
2692
26765
1111
14733
6232
7044
8124
10524
3427
591
3427
15207
12831
18118
7390
3649
17543
8920
1820
3427
31517
3536
14308
6826
3427
1164
19099
1326
4405
3581
3720
2879
2246
30936
3427
2705
6485
13530
2793
18925
13037
3427
17783
40323
26907
25089
5012
26820
3963
3427
4394
40225
951
28865
3552
9420
3427
4873
1015
3427
16696
2366
3427
11176
828
3427
2923
3427
10746
3427
2191
13654
14888
1513
5714
1368
15760
5821
2838
14207
3427
3427
3427
6564
22322
11281
11471
6265
3427
11900
41457
18050
3427
26077
10687
22143
35239
491
3428
3427
8571
20549
3427
3427
5842
3427
1769
2153
3341
3427
24972
16929
6149
1972
16331
3427
9719
4814
15439
6920
6790
27755
3427
5104
1519
5381
2909
5420
12164
14247
3427
4117
10622
13965
43194
6761
32431
6420
3427
31082
3427
3427
2097
24062
4849
563
8132
3422
7157
3706
3427
7420
10110
2614
4616
4402
13278
41744
9190
785
1994
4320
4853
13367
2456
3427
26135
3427
1107
21383
36713
15186
535
3427
6206
1202
3681
3174
13868
21611
3546
5999
2069
7150
3427
8485
8914
1989
20722
2090
3427
9848
3427
27454
4535
1153
24938
7932
10245
2607
1808
3427
20626
9331
2120
153
11368
925
4792
3427
1015
1583
16491
6812
6259
10292
9168
17064
41701
43607
20685
26982
15202
9782
43352
6759
22129
2678
3427
15786
41493
25148
3427
19165
39015
15662
13101
3427
32443
10762
9034
14895
20476
1907
6277
25970
4572
3427
3427
4807
13118
4985
10959
36113
5329
13042
222
5507
8206
6735
836
3427
2885
2338
723
8290
4720
1306
9278
4764
13348
3427
19176
33307
3427
12353
2233
3427
8530
7260
4206
7746
3427
4156
3109
813
7904
3427
6599
10130
1164
7631
2223
20852
9076
1728
1409
5857
10945
5242
5560
38479
9235
1264
22722
9432
28370
3849
14148
5135
8989
3427
14889
32076
6555
3427
29414
605
4953
3427
21406
7792
24277
2573
43683
16535
33996
16314
31737
3427
11822
6897
3195
1453
6468
3555
17086
10576
3427
22978
533
10735
6011
17230
3427
3801
6337
2228
22535
3427
1375
3427
1476
19135
5269
4721
9014
11769
12800
17704
10587
2178
3588
17808
3388
