anycondition_number
3483
3427
8737
36873
3427
8159
3969
6440
1848
4623
7099
894
31419
6969
3427
14261
3427
6514
11465
1822
8994
3756
4550
3027
3427
16694
4169
10648
4474
1077
5764
11803
12763
16443
3427
8148
13626
6123
5439
11491
7692
3427
1803
655
17040
3576
1668
35568
4904
3451
3427
1357
7817
2785
3427
4607
3427
10732
18996
4495
45015
1000
2614
3427
8369
19011
4036
9464
1896
3427
10881
7417
9428
9348
9263
19860
3427
7371
1696
2928
9030
29471
3427
176
2473
3308
3427
6189
11430
3427
4520
1123
4693
11355
4958
9373
8500
3427
3427
254
3427
3427
11425
810
1532
15922
17313
14817
3427
3427
231
45187
3427
26556
3687
3427
4464
2024
3427
10910
4435
9858
4282
18845
7926
8255
22835
12808
3427
23366
3544
1064
19399
293
20377
11389
6035
3427
20493
4852
10820
4945
3427
8384
2212
3401
8081
678
28970
5231
5206
3427
7519
20082
2886
5175
806
3714
43470
3086
8394
6888
3997
962
9997
19766
8435
39620
3427
4184
12174
3427
3505
5957
28202
8897
16400
30860
20181
9205
9962
5384
3265
8555
2989
1619
6738
18538
13117
6560
38332
3547
5959
1835
11794
2135
3057
17429
4819
1467
3427
42139
3427
5826
26306
4929
9638
17581
17891
5462
1204
3842
9339
16204
8601
3427
792
6531
3045
3427
3156
12681
9672
7092
3427
2692
3427
5864
582
10058
2388
8942
4300
12068
8544
4028
9806
4851
5328
3427
14980
1473
3003
9798
6470
2411
21796
509
3427
4169
3430
3927
2005
8011
3427
1180
3476
37268
1571
26600
2580
477
13829
4586
8585
17594
6820
7033
692
13870
21319
11971
34617
5481
6173
860
21236
16821
393
996
3427
3427
9455
2823
5505
659
6447
4678
14345
3427
4294
31106
4524
1924
3427
1611
3427
3427
2220
2612
37223
4315
9918
709
5525
2973
4221
9498
3427
33116
9989
4367
22081
13330
6955
3427
11970
11055
2013
2604
4831
3086
1996
1839
1736
3427
3996
9093
3624
3427
9888
36123
3427
2138
7271
3700
32693
24005
40631
4543
4381
3490
12547
9951
25744
6592
972
2501
4993
1772
4900
27633
11970
3427
18062
7361
11972
6530
4572
19901
4487
642
13283
4146
2734
3683
3427
3427
2685
6166
10555
34019
1802
12445
3427
39579
12028
1629
3427
6485
8830
27454
3427
3427
876
5660
7172
4978
16407
18519
19496
13358
13943
906
3673
18559
10291
9276
5747
1348
11301
10427
22214
15591
3427
6275
7983
15677
294
37441
3622
5093
743
1464
6501
3427
10012
27758
7118
20250
8942
45319
7524
28142
3441
3427
6111
40635
4080
3427
12338
6126
13298
3129
19956
11517
2622
6569
3427
3427
3172
15202
5664
3427
2835
34421
1716
7022
2683
5717
4598
2246
5274
7285
13896
3427
13826
14129
27556
9014
3427
4553
8149
16335
1753
3116
15834
7909
27933
9508
6318
41764
8159
1929
5005
8171
844
9103
17258
12130
18288
1998
3046
1807
3427
6008
21823
1281
35936
17030
3427
43207
4006
7102
8577
3427
10647
4331
3427
7264
421
3427
40440
3969
5119
17931
6608
30339
25559
9425
8167
12120
7361
33305
9403
19777
19614
22691
3427
1571
12280
3734
294
7192
3427
6085
28997
3427
1749
18136
9668
14265
1477
14031
19849
6749
11601
5178
3427
3427
21701
2804
22378
3427
2573
3427
5901
23618
29469
4239
10765
20851
14268
7945
18020
6274
22840
5557
33178
3427
7607
17659
3427
13472
2539
39397
3427
30524
13193
4220
16754
4919
3438
6503
2718
3427
8916
4218
3311
23884
5600
12644
1827
9088
3148
8910
380
24967
6338
41460
31262
2251
1192
3427
3427
12243
2001
20251
19393
10938
3401
43934
2630
3427
8870
2302
3427
5780
39095
26904
228
10317
3427
1139
4206
4381
2301
3427
5075
1355
3592
3427
938
8920
2081
15745
39835
15516
10213
19282
14283
33057
3427
3427
7266
850
3427
1660
3427
3322
710
3427
3877
273
6984
3427
3427
14902
9774
4991
1265
40375
3429
8012
3427
3427
16090
1697
323
37247
3427
19053
19687
3427
35206
16500
3007
2481
4975
887
4253
3901
3427
3427
3427
3427
3427
1287
395
25573
5180
3427
4576
3427
7388
3427
12877
16558
6590
1882
3427
7114
14147
38323
3427
3427
27512
14847
3427
4017
8901
1342
3427
22389
3427
43454
30823
31148
14068
5867
4521
3427
6011
12304
11512
3427
7134
37379
3427
3427
3427
8867
3444
3427
1872
5930
36031
2373
6674
41304
3427
3427
7182
4126
41519
6963
11444
3427
23910
10847
25149
93
42375
3400
904
1307
16720
3427
4801
37964
1025
2253
21671
9170
7243
6610
9016
16595
5142
725
19101
13923
5622
42295
3213
37762
25559
40351
4296
3128
28704
30103
10741
19534
3427
8592
6495
11012
5651
16559
5839
275
5144
3488
7258
33175
3520
12494
2587
3503
32526
17165
9060
2690
7452
3427
2929
5278
3366
6623
3427
9534
6081
5728
12121
8095
3427
3427
37210
3427
4805
2663
4766
16502
5428
661
42149
849
2123
3427
12530
29627
3427
2252
3427
303
20912
15993
11022
20697
27366
11774
2438
8621
3427
9101
44103
11029
2376
1769
8764
16081
16674
5496
12585
21897
5885
3427
17760
1643
9130
4283
3427
3074
3604
6690
36526
20706
7761
6029
32101
7171
350
3427
19641
22543
25108
12601
18613
721
3427
19050
743
3427
21569
6010
7186
20021
20445
1039
4155
1343
642
2543
39665
31621
16831
17393
2418
1042
1861
9782
7077
9035
15791
14540
13841
15124
9067
9616
5262
12813
43675
3865
3427
5337
3677
12500
14644
15781
2789
3427
19691
17014
1560
27601
4685
9566
3427
22614
22153
5955
3427
11906
16838
17381
39310
17405
3824
3427
6700
5398
12117
3159
8920
3427
5598
3427
3427
13979
3427
5083
