,TOT_POP,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Physicians,Patient Care,Primary Care,Patient Care Primary Care,General Surgeons,Patient Care General Surgeons,nurse practitioners,physician assistants,Total Hospitals (2019),Internal Medicine,Medicine/General,Specialist,ICU Beds_x,Total Population,Population Aged 60+,COUNTY_NAME,STATE_NAME,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
964,45063,6550,6152,5939,5228,4955,5882,5869,2984,1504,191.3,174.8,65.9,61.2,7.1,6.7,31.47512933,1.614496087,1.4937861,17.78963446,16.55235708,51.01505861,22,48002,9825,64,24,56.4,54.4,58.1,18852,35.01929936305733,42.2,44.9,14552,9.7,8.9,10.5,3232,10.9,9.6,12.2,3643,19.6,18.3,20.8,6548,4.5,4.2,4.9,1520,5
965,8792,981,1048,1269,1225,947,1177,1168,611,366,191.3,174.8,65.9,61.2,7.1,6.7,6.140943503,0.314995664,0.291444586,3.470840072,3.229441526,9.953274201,0,9084,2046,444,24,46.79391719745223,44.65812101910828,48.838694267515926,4239,35.01929936305733,47.0,50.4,3366,11.2,10.4,12.1,777,12.5,11.1,13.8,863,20.8,19.6,21.9,1437,5.0,4.6,5.3,343,6
966,28248,3291,3491,4298,5101,3534,3233,2714,1604,982,191.3,174.8,65.9,61.2,7.1,6.7,19.73036534,1.012056132,0.936388384,11.15153439,10.37593997,31.97908208,0,27496,4778,987,24,56.8,55.0,58.7,12530,35.01929936305733,43.1,46.3,9852,9.0,8.4,9.6,1980,10.1,9.0,11.2,2228,16.7,15.8,17.6,3684,4.0,3.7,4.2,873,3
967,9404,859,1179,1516,944,924,1154,1381,962,485,247.1,236.2,91.5,88.0,9.8,9.4,4.4616339,3.461307252,0.4957371,3.045242186,5.196387102,10.19802034,0,9360,2739,1028,26,36.2,33.9,38.2,2808,35.01929936305733,25.0,28.2,2066,7.6,6.8,8.4,587,6.6,5.6,7.8,513,10.1,9.2,11.0,788,3.1,2.9,3.4,242,6
968,10714,904,1164,817,1138,1229,1644,2007,1208,603,247.1,236.2,91.5,88.0,9.8,9.4,5.083150319,3.943475744,0.56479448,3.469451805,5.920256424,11.6186293,0,10466,3544,1031,26,35.6,33.0,38.0,3148,35.01929936305733,24.8,28.6,2353,8.0,7.1,8.9,707,7.2,5.9,8.6,636,10.9,9.8,12.0,964,3.3,3.0,3.6,290,4
969,111876,12796,13703,374,532,12987,11868,11578,5959,2777,247.1,236.2,91.5,88.0,9.8,9.4,53.0784511,41.17792536,5.897605678,36.22814917,61.81954523,121.322174,8,100733,17127,499,26,46.79391719745223,44.65812101910828,48.838694267515926,22956,35.01929936305733,21.4,24.3,20395,4.7,4.2,5.2,4209,4.6,3.8,5.4,4082,6.8,6.1,7.5,6052,2.2,2.0,2.4,1955,5
970,68700,8095,8270,7951,8921,7800,9505,10047,5359,2752,247.1,236.2,91.5,88.0,9.8,9.4,32.59402902,25.28624077,3.62155878,22.24671822,37.9616965,74.50063776,8,66290,16327,1044,26,36.0,33.8,38.2,19433,35.01929936305733,24.9,28.0,14291,6.7,5.9,7.4,3590,6.2,5.2,7.4,3369,9.8,8.9,10.7,5299,2.8,2.6,3.1,1531,5
971,118791,12235,13975,374,532,13392,13577,14026,8141,3736,247.1,236.2,91.5,88.0,9.8,9.4,56.35920381,43.72311248,6.262133756,38.46739307,65.64058062,128.8210373,32,114231,22759,1047,26,46.79391719745223,44.65812101910828,48.838694267515926,26831,35.01929936305733,21.0,23.6,21514,5.8,5.2,6.4,5548,5.4,4.6,6.4,5228,8.2,7.5,9.0,7922,2.5,2.4,2.7,2446,4
972,16736,1576,1659,1584,2074,2111,2495,2807,1656,774,247.1,236.2,91.5,88.0,9.8,9.4,7.940228089,6.159978537,0.882247565,5.419520759,9.247845016,18.14909277,4,16001,4577,263,26,46.79391719745223,44.65812101910828,48.838694267515926,4616,35.01929936305733,23.1,26.1,3393,7.5,6.7,8.3,1030,6.8,5.6,8.1,935,10.2,9.2,11.3,1409,3.1,2.9,3.4,427,6
973,26159,3296,3562,2548,3137,3232,3954,3468,1888,1074,239.2,214.5,88.2,80.3,6.8,6.2,14.16918489,11.14552151,1.26098966,12.12177157,17.08437604,37.21953352,0,25513,5904,488,27,52.9,50.7,55.1,10513,35.01929936305733,42.3,45.9,8778,6.9,6.2,7.6,1364,6.4,5.4,7.5,1274,9.7,8.8,10.6,1932,2.8,2.6,3.0,553,3
974,7303,1506,1373,1020,781,642,756,636,342,247,239.2,214.5,88.2,80.3,6.8,6.2,3.955715328,3.111577033,0.352039737,3.384123927,4.769570635,10.39085031,0,7055,1213,1103,27,55.8,54.1,57.3,2604,35.01929936305733,45.0,47.7,2163,8.8,8.2,9.4,410,9.7,8.6,10.7,450,14.7,13.9,15.5,687,3.8,3.6,4.1,179,6
975,14523,331,190,374,532,389,1635,488,246,296,213.5,185.8,72.3,65.0,5.6,5.0,129.0812575,81.19379928,6.753359487,216.5679599,138.290384,473.6560767,331,445551,95558,1112,28,37.0,35.4,38.6,3427,35.01929936305733,24.4,26.5,2523,6.9,6.3,7.6,1050,7.7,6.6,8.9,43,9.8,9.1,10.5,547,3.0,2.8,3.2,152,3
976,89786,7558,11068,13321,10105,9488,12599,13134,8115,4398,315.1,287.6,105.9,99.6,9.7,8.6,67.11818869,34.48577545,1.853362212,57.52042009,38.45726591,148.136594,54,89280,23734,1118,29,46.79391719745223,44.65812101910828,48.838694267515926,25559,35.01929936305733,24.8,27.7,19719,6.7,6.0,7.6,5071,7.6,6.3,9.0,5701,9.7,8.7,10.6,7281,2.8,2.6,3.1,2129,5
977,14523,331,190,374,532,389,1635,488,246,296,306.5,271.0,97.7,87.5,7.6,6.7,580.0884731,195.781174,8.621942141,743.3796456,284.7343819,1647.421823,147,937920,211672,1123,30,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,20.8,22.9,2523,5.9,5.4,6.5,1050,5.3,4.4,6.2,43,9.9,9.2,10.6,547,2.7,2.5,2.8,152,2
978,14523,331,190,374,532,389,1635,488,246,296,306.5,271.0,97.7,87.5,7.6,6.7,418.6810533,141.3058041,6.222919407,536.5370757,205.508119,1189.032942,105,679756,109974,1127,30,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,23.0,25.1,2523,5.4,5.1,5.8,1050,4.8,4.3,5.4,43,11.1,10.4,11.7,547,2.7,2.6,2.8,152,1
979,14523,331,190,374,532,389,1635,488,246,296,306.5,271.0,97.7,87.5,7.6,6.7,513.8195957,173.4152777,7.636977859,658.4565057,252.2065371,1459.221574,185,837288,164627,280,30,36.3,34.9,37.8,3427,35.01929936305733,24.7,26.6,2523,5.6,5.1,6.1,1050,5.1,4.4,5.8,43,11.2,10.5,11.9,547,2.6,2.4,2.7,152,2
980,14523,331,190,374,532,389,1635,488,246,296,306.5,271.0,97.7,87.5,7.6,6.7,306.0728242,103.3002717,4.549206378,392.2303548,150.2347667,869.2312869,91,498847,110520,657,30,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,24.2,27.0,2523,5.6,5.1,6.3,1050,5.1,4.1,6.1,43,8.7,8.0,9.5,547,2.5,2.4,2.7,152,2
981,14523,331,190,374,532,389,1635,488,246,296,306.5,271.0,97.7,87.5,7.6,6.7,205.088139,69.21771158,3.048255827,262.8191305,100.66679,582.4399061,28,333316,67698,801,30,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,25.0,27.3,2523,5.5,5.0,6.0,1050,4.8,4.0,5.6,43,9.5,8.9,10.1,547,2.5,2.3,2.6,152,2
982,14523,13585,190,16395,15171,389,1635,488,246,4995,306.5,271.0,97.7,87.5,7.6,6.7,87.19608678,29.42887685,1.29600854,111.7412241,42.79989179,247.6324611,10,143570,32694,287,30,46.79391719745223,44.65812101910828,48.838694267515926,38332,35.01929936305733,24.7,27.7,29586,6.3,5.6,7.0,7128,6.3,5.3,7.4,7120,9.6,8.7,10.4,10789,2.6,2.4,2.8,2967,2
983,19101,2168,2497,1989,2561,2294,2881,2409,1437,865,244.8,213.8,91.1,82.1,7.7,7.3,9.316102486,4.849478006,0.373737967,8.924133399,10.34616078,26.38043111,6,18031,4309,1145,31,46.79391719745223,44.65812101910828,48.838694267515926,4783,35.01929936305733,22.9,25.7,3607,5.0,4.6,5.6,747,4.1,3.4,4.9,609,7.8,7.2,8.5,1154,2.4,2.3,2.6,359,5
984,14523,13745,190,16163,532,389,1635,488,246,296,244.8,213.8,91.1,82.1,7.7,7.3,73.186591,38.09712956,2.936056977,70.10731173,81.27865047,207.2426559,22,147514,42681,1152,31,46.79391719745223,44.65812101910828,48.838694267515926,41312,35.01929936305733,22.5,24.6,29044,7.1,6.5,7.8,1050,6.3,5.3,7.5,7800,11.5,10.7,12.5,547,3.5,3.3,3.7,152,4
985,32835,2965,3471,3162,3514,3699,4604,5736,3872,1812,244.8,213.8,91.1,82.1,7.7,7.3,16.014566,8.336349424,0.642463019,15.34076332,17.78525676,45.34848728,6,32809,10333,1154,31,37.0,35.4,38.6,10019,35.01929936305733,22.7,24.8,6413,9.0,8.3,9.8,2439,7.8,6.9,8.9,2123,15.2,14.3,16.2,4118,4.3,4.1,4.6,1166,5
986,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,1666.754722,1175.358793,21.93967836,2738.494794,856.4404567,6464.01078,318,2635121,476741,181,32,46.79391719745223,33.1,48.838694267515926,3427,35.01929936305733,24.7,26.2,2523,6.3,5.9,6.7,1050,6.6,5.9,7.4,43,11.6,11.0,12.2,547,3.2,3.0,3.4,152,1
987,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,876.5674123,618.1360715,11.53835465,1440.209086,450.4128801,3399.505114,461,1363069,318040,320,32,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,24.1,26.0,2523,6.0,5.5,6.7,1050,5.7,4.8,6.8,43,9.9,9.2,10.7,547,2.7,2.5,2.9,152,2
988,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,1051.035137,741.1668759,13.83489277,1726.861314,540.0608744,4076.126118,761,1653877,344283,1168,32,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,19.0,20.5,2523,5.4,5.0,5.9,1050,5.3,4.5,6.1,43,8.7,8.2,9.2,547,2.7,2.6,2.9,152,1
989,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,1470.626149,1037.053235,19.35801608,2416.253573,755.6623143,5703.38464,129,2339280,470619,1173,32,36.3,35.1,37.5,3427,35.01929936305733,24.6,26.0,2523,6.2,5.8,6.6,1050,6.1,5.4,6.7,43,13.3,12.7,14.0,547,3.0,2.9,3.2,152,1
990,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,210.1778589,148.2128062,2.766594606,345.3243387,107.997187,815.1121022,39,325027,66379,1175,32,37.0,35.5,38.4,3427,35.01929936305733,25.0,26.9,2523,6.9,6.3,7.6,1050,7.0,5.9,8.1,43,11.2,10.5,12.0,547,3.0,2.9,3.2,152,2
991,102793,8118,15701,374,11563,9927,11043,11098,6273,3344,375.1,304.1,112.9,94.8,10.2,7.4,66.33449284,46.77762627,0.87316833,108.9882398,34.08512518,257.2585343,16,104415,18998,1182,32,46.79391719745223,44.65812101910828,48.838694267515926,25108,35.01929936305733,20.9,23.3,19401,5.4,4.8,5.9,4705,5.9,5.0,6.8,5160,7.8,7.1,8.4,6833,2.3,2.2,2.5,2054,4
992,14523,331,190,374,532,389,1635,488,246,296,375.1,304.1,112.9,94.8,10.2,7.4,624.4204497,440.3275759,8.219316046,1025.929087,320.8504095,2421.628368,179,975321,214443,1184,32,36.5,34.9,38.0,3427,35.01929936305733,24.1,26.1,2523,6.2,5.6,6.9,1050,6.0,5.0,7.0,43,10.4,9.7,11.2,547,2.9,2.7,3.1,152,2
993,23659,2304,3234,3115,2619,2564,3300,3348,1989,1186,255.0,223.5,86.2,78.1,7.1,6.2,10.74764899,9.665365065,0.255191157,11.51777944,9.168653707,34.12953874,10,24262,6311,1218,33,56.5,54.7,58.3,10847,35.01929936305733,42.2,45.0,8368,9.7,9.0,10.4,1857,10.2,9.1,11.3,1955,18.4,17.3,19.4,3536,4.5,4.2,4.7,856,6
994,14523,14406,190,374,532,389,1635,488,8824,4057,255.0,223.5,86.2,78.1,7.1,6.2,66.33614857,59.65612513,1.575079211,71.08951262,56.59034595,210.6527813,13,141812,25896,194,33,46.79391719745223,44.65812101910828,48.838694267515926,36831,35.01929936305733,23.6,26.4,29330,5.6,5.1,6.1,6571,5.6,4.7,6.6,6602,8.9,8.2,9.6,10467,2.5,2.3,2.6,2894,3
995,14301,2743,2485,1752,1664,1462,1709,1424,701,361,237.6,217.1,87.0,79.6,10.5,9.7,8.598545937,4.27105017,0.73379276,6.604134844,11.04452181,16.99012468,0,14657,2206,1273,34,46.79391719745223,44.65812101910828,48.838694267515926,5591,35.01929936305733,43.4,46.7,4259,10.3,9.6,11.1,976,10.6,9.4,12.0,1005,18.3,17.2,19.4,1729,4.3,4.1,4.6,411,6
996,32384,4190,4194,3851,3945,4024,4310,4210,2445,1215,292.7,248.6,93.7,83.7,8.3,7.1,16.73022339,6.194532126,0.537450462,21.9024915,14.97658348,63.11441453,4,32624,7195,35,35,46.79391719745223,44.65812101910828,48.838694267515926,14644,35.01929936305733,41.8,45.4,10808,9.3,8.4,10.3,2308,11.5,9.9,13.2,2850,14.7,13.5,15.8,3640,3.5,3.2,3.7,857,5
997,92101,7775,12831,374,10011,9024,9482,10856,6330,3312,303.4,271.5,109.4,101.0,9.2,8.3,46.17452949,25.44983586,1.340621751,56.45995538,43.47130858,135.4247743,12,88249,18413,112,37,46.79391719745223,44.65812101910828,48.838694267515926,22352,35.01929936305733,20.6,23.2,16892,5.8,5.3,6.5,4488,5.9,5.0,7.0,4562,8.3,7.6,9.1,6380,2.6,2.4,2.8,1977,4
998,14523,331,190,374,532,389,1635,488,246,296,303.4,271.5,109.4,101.0,9.2,8.3,407.033333,224.3429793,11.81772171,497.7004438,383.2041564,1193.783626,165,788459,143926,1368,37,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,24.9,27.4,2523,5.7,5.2,6.3,1050,5.8,4.8,6.8,43,9.1,8.5,9.9,547,2.6,2.4,2.7,152,1
999,14523,331,190,374,532,389,1635,488,246,296,320.5,273.3,100.8,88.2,8.7,7.2,285.4588124,231.0818232,8.111709791,422.9502552,293.6520469,1091.08611,93,514652,109411,1382,38,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,23.7,26.5,2523,5.8,5.1,6.4,1050,5.6,4.5,6.8,43,9.2,8.2,10.0,547,2.6,2.4,2.8,152,2
1000,48649,4382,6609,5938,5057,5873,7494,6587,3881,2828,370.0,325.3,117.5,106.6,10.1,8.6,30.0457262,14.03360872,0.50613015,60.18347607,13.02134842,118.756538,0,49028,12397,823,39,46.79391719745223,44.65812101910828,48.838694267515926,12601,35.01929936305733,22.8,26.1,9646,6.6,5.8,7.5,2625,6.7,5.3,8.1,2650,9.1,8.1,10.1,3615,2.8,2.6,3.0,1102,2
1001,82542,7243,9194,10520,9527,9368,12073,11886,7989,4742,370.0,325.3,117.5,106.6,10.1,8.6,50.97811532,23.81060516,0.858743137,102.1123658,22.09311889,201.492367,10,83204,22925,1406,39,34.9,44.65812101910828,37.1,23928,35.01929936305733,24.7,27.5,17901,6.7,5.9,7.7,4621,6.7,5.4,8.2,4598,9.3,8.4,10.4,6410,2.8,2.6,3.1,1922,2
1002,14523,10098,190,374,11678,13246,1635,488,246,296,370.0,325.3,117.5,106.6,10.1,8.6,77.92841963,36.39841958,1.312729887,156.0955174,33.77295981,308.014167,17,126190,33367,64,39,35.7,33.6,38.0,37649,35.01929936305733,23.3,26.1,26018,6.8,6.1,7.6,7179,7.2,5.9,8.6,7588,9.4,8.5,10.4,9906,2.7,2.5,3.0,2869,2
1003,26398,2816,2995,3577,3504,3291,3715,3324,2237,939,229.5,205.0,80.1,72.3,7.0,6.2,11.01273788,5.446658197,0.358264457,11.0958137,12.15503035,33.50032287,0,27505,6373,1429,40,53.9,52.3,55.3,11389,43.3,42.0,44.5,9154,9.7,9.0,10.3,2041,11.0,10.0,12.0,2318,18.7,17.8,19.6,3953,4.4,4.2,4.7,932,5
1004,30606,3223,3794,3740,3323,3622,4060,4608,2850,1386,229.5,205.0,80.1,72.3,7.0,6.2,12.76823455,6.314888279,0.415373967,12.86455315,14.09261531,38.84047586,4,32256,8243,1434,40,58.2,56.7,59.7,14120,35.01929936305733,44.9,47.4,11211,9.5,8.8,10.3,2314,10.0,8.8,11.2,2422,20.4,19.3,21.6,4949,4.6,4.3,5.0,1123,6
1005,2036,462,394,291,242,213,167,157,79,31,240.4,219.1,92.8,84.8,9.2,8.6,1.091577641,0.932341156,0.131543183,0.782335772,1.24850635,2.210848583,0,2048,240,1068,41,46.79391719745223,44.65812101910828,48.838694267515926,742,35.01929936305733,43.8,47.3,563,10.9,10.2,11.7,134,11.3,10.1,12.6,140,18.1,17.1,19.1,223,4.6,4.4,5.0,57,6
1006,4165,848,805,497,447,383,483,384,219,99,240.4,219.1,92.8,84.8,9.2,8.6,2.233016146,1.907269605,0.269094969,1.600406921,2.554041724,4.522683865,0,4177,665,1443,41,46.79391719745223,44.65812101910828,48.838694267515926,1565,35.01929936305733,45.3,48.2,1229,12.1,11.2,13.0,317,11.3,10.0,12.5,296,18.4,17.3,19.5,484,4.9,4.6,5.2,128,6
1007,5904,1404,998,742,717,530,675,471,237,130,240.4,219.1,92.8,84.8,9.2,8.6,3.165360703,2.703606182,0.381449387,2.268620039,3.62042313,6.411026541,0,5709,776,1327,41,54.2,52.4,55.9,1989,35.01929936305733,42.6,45.6,1621,9.9,9.3,10.6,364,9.3,8.2,10.3,340,16.2,15.3,17.2,595,4.2,4.0,4.4,154,6
1008,2042,349,340,278,180,186,259,243,131,76,240.4,219.1,92.8,84.8,9.2,8.6,1.094794471,0.935088724,0.131930835,0.78464128,1.252185642,2.217363854,0,2062,457,1459,41,46.79391719745223,44.65812101910828,48.838694267515926,849,35.01929936305733,44.3,47.1,647,12.8,11.9,13.7,181,11.9,10.8,13.2,169,18.2,17.2,19.1,257,5.1,4.8,5.4,73,6
1009,2742,341,551,376,348,365,378,207,110,66,240.4,219.1,92.8,84.8,9.2,8.6,1.470091302,1.255638237,0.17715688,1.053617234,1.681436352,2.97747879,0,2837,347,1472,41,54.7,52.7,56.5,1077,35.01929936305733,44.2,47.3,901,10.6,9.9,11.5,209,10.5,9.3,11.8,207,18.3,17.2,19.3,359,4.5,4.2,4.8,89,6
1010,25825,3025,3403,3572,3395,3208,3533,2960,1893,836,253.1,225.8,85.1,77.8,8.1,7.4,21.92642256,4.547024303,0.438681036,13.6830337,9.483139611,38.53908266,0,26497,5499,38,42,46.79391719745223,44.65812101910828,48.838694267515926,11972,35.01929936305733,42.4,45.2,8759,9.8,9.1,10.5,1954,12.4,11.2,13.6,2480,17.0,16.2,17.9,3410,3.9,3.7,4.1,779,6
1011,14523,331,190,374,532,389,1635,488,246,296,253.1,225.8,85.1,77.8,8.1,7.4,196.7468722,40.80067356,3.936306593,122.778537,85.09267992,345.8130914,28,212161,37356,535,42,35.9,33.7,38.3,3427,35.01929936305733,25.2,28.5,2523,5.6,5.0,6.3,1050,5.9,4.9,7.3,43,9.0,8.2,9.9,547,2.3,2.2,2.5,152,2
1012,2204,270,276,284,233,216,300,297,194,134,224.8,199.9,72.9,66.5,6.2,5.4,0.760215937,0.448680982,0.040160903,0.833933846,0.738100565,2.603010085,0,2257,586,1539,43,57.0,55.0,58.9,972,35.01929936305733,43.6,45.8,763,12.0,11.1,12.9,205,10.2,9.1,11.4,174,22.0,20.7,23.1,374,5.2,4.8,5.6,88,6
1013,14523,331,190,374,532,389,1635,488,246,296,224.8,199.9,72.9,66.5,6.2,5.4,298.6844957,176.2841928,15.77898902,327.6478408,289.9954922,1022.707781,271,839539,119536,1143,43,54.8,52.2,57.2,3427,35.01929936305733,42.6,45.7,2523,7.9,7.2,8.7,1050,6.8,5.8,7.8,43,17.2,15.9,18.6,547,4.0,3.6,4.3,152,3
1014,4795,584,537,849,833,584,439,457,352,160,224.8,199.9,72.9,66.5,6.2,5.4,1.653918067,0.976145784,0.087373651,1.814298001,1.605804087,5.663082286,0,3702,822,1571,43,55.5,53.2,57.6,2097,35.01929936305733,42.4,45.8,1663,9.1,8.4,9.8,343,8.2,7.3,9.0,309,17.3,16.3,18.2,652,4.1,3.8,4.4,154,3
1015,14523,331,190,374,532,389,1635,488,246,296,224.8,199.9,72.9,66.5,6.2,5.4,87.95636308,51.91202318,4.646583626,96.48546496,85.39763252,301.166141,88,254574,49559,36,43,56.4,55.0,57.7,3427,43.2,42.2,44.3,2523,7.8,7.3,8.3,1050,7.8,6.9,8.6,43,14.3,13.6,15.0,547,3.5,3.3,3.7,152,3
1016,21515,2767,3047,4002,3053,2478,2142,1934,1337,755,224.8,199.9,72.9,66.5,6.2,5.4,7.421073454,4.379932544,0.392042567,8.140692698,7.20518768,25.41005535,0,21839,3957,1651,43,55.0,52.5,57.3,9035,35.01929936305733,41.9,45.8,7195,8.9,8.2,9.6,1463,7.5,6.6,8.4,1237,18.3,17.1,19.4,3003,4.2,3.9,4.5,689,5
1017,14190,2671,2452,1964,1645,1640,1382,1154,853,429,224.8,199.9,72.9,66.5,6.2,5.4,4.894493716,2.888740079,0.258567698,5.369111289,4.752108445,16.75894424,0,14415,2414,1656,43,57.2,54.6,59.8,5427,35.01929936305733,42.1,46.4,4193,9.7,8.9,10.6,925,8.2,7.1,9.3,778,20.0,18.6,21.3,1896,4.6,4.3,5.0,439,5
1018,11983,1974,1931,1918,1357,1339,1185,1151,703,425,224.8,199.9,72.9,66.5,6.2,5.4,4.133243002,2.43944837,0.21835213,4.534042324,4.013003206,14.15239104,0,12152,2252,1657,43,56.7,54.1,59.2,4807,35.01929936305733,43.2,47.4,3849,9.9,9.0,10.7,835,8.1,7.0,9.2,685,20.4,19.1,21.7,1732,4.7,4.4,5.1,400,6
1019,14523,331,190,374,15108,12509,9690,8609,5123,2896,216.2,199.9,65.3,62.2,5.8,5.4,48.51818462,32.07747417,2.170656147,39.03161331,42.28759753,148.5693541,14,120288,15104,1659,44,46.79391719745223,44.65812101910828,48.838694267515926,27268,35.01929936305733,24.1,26.8,22493,4.4,4.0,4.9,3919,4.5,3.8,5.2,3957,7.1,6.5,7.7,6293,2.3,2.1,2.4,1996,4
1020,41933,4955,6304,4907,5130,5949,6350,5251,2383,704,216.2,199.9,65.3,62.2,5.8,5.4,16.01121475,10.58570785,0.716326095,12.88060441,13.95509355,49.0285416,4,39731,6731,274,44,46.79391719745223,44.65812101910828,48.838694267515926,8062,35.01929936305733,18.3,20.8,6209,4.6,4.1,5.2,1473,4.2,3.4,5.1,1345,7.8,7.0,8.6,2481,2.3,2.2,2.5,739,5
1021,36973,3249,4725,5184,3940,4222,5396,5484,3168,1605,367.1,322.7,130.3,121.5,11.7,9.9,22.66909575,14.58142357,0.826477449,24.61722117,22.01972061,71.43126526,0,36825,9459,1674,45,46.79391719745223,44.65812101910828,48.838694267515926,9952,35.01929936305733,23.6,26.5,7715,6.0,5.3,6.7,1840,6.4,5.2,7.5,1955,8.7,7.8,9.6,2687,2.7,2.5,2.9,822,6
1022,14523,331,190,374,532,389,1635,488,246,296,367.1,322.7,130.3,121.5,11.7,9.9,100.9033193,64.90395801,3.678766851,109.5746983,98.01285967,317.9505635,46,160985,31691,1677,45,46.79391719745223,44.65812101910828,48.838694267515926,39620,35.01929936305733,21.3,23.8,30467,5.0,4.4,5.6,6752,5.4,4.4,6.4,7257,7.5,6.8,8.3,10172,2.3,2.2,2.5,3161,4
1023,25300,2733,3163,3117,3195,3307,3631,3288,1928,938,367.1,322.7,130.3,121.5,11.7,9.9,15.51207969,9.977822095,0.565544572,16.84514904,15.06772324,48.87920945,0,25191,5651,1679,45,35.4,33.3,37.7,7148,35.01929936305733,24.4,27.4,5223,6.6,5.9,7.3,1327,7.2,5.9,8.5,1449,9.4,8.4,10.3,1890,2.8,2.6,3.1,573,6
1024,58140,5761,6989,6819,6873,7287,8561,8372,4819,2659,367.1,322.7,130.3,121.5,11.7,9.9,35.64712701,22.9292718,1.299634839,38.71055199,34.62598535,112.3255825,14,58691,15091,64,45,46.79391719745223,44.65812101910828,48.838694267515926,16059,35.01929936305733,23.1,26.0,11567,6.6,5.9,7.5,3117,6.6,5.4,7.9,3116,8.8,8.0,9.8,4176,2.8,2.6,3.1,1334,5
1025,42756,3948,4692,4685,4724,4653,6572,7228,4118,2136,367.1,322.7,130.3,121.5,11.7,9.9,26.21480156,16.86212496,0.955747973,28.46763607,25.46385672,82.60393199,0,43332,12533,284,45,46.79391719745223,44.65812101910828,48.838694267515926,12086,35.01929936305733,24.8,27.8,9237,7.4,6.5,8.3,2584,7.5,6.1,9.0,2626,9.8,8.7,10.9,3439,3.1,2.9,3.4,1087,6
1026,108718,11646,15465,14457,13646,12369,13693,13693,8503,5246,263.2,231.8,90.3,81.7,7.3,6.3,57.15628178,26.82950074,1.225324487,54.22060853,47.59619803,150.0001392,12,105105,24260,1683,46,35.9,33.8,37.9,31262,35.01929936305733,25.0,27.8,23105,6.5,5.7,7.3,5630,6.2,5.0,7.4,5375,9.4,8.5,10.3,8171,2.7,2.5,2.9,2358,4
1027,14523,331,190,374,532,389,1635,488,246,296,263.2,231.8,90.3,81.7,7.3,6.3,124.8718446,58.61559121,2.677020341,118.4581501,103.9855089,327.7119067,32,229534,32701,1687,46,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,19.1,21.1,2523,3.8,3.5,4.2,7477,3.5,2.9,4.2,6835,6.8,6.4,7.3,547,1.9,1.8,2.0,152,1
1028,14523,331,190,374,532,389,1635,488,246,296,263.2,231.8,90.3,81.7,7.3,6.3,605.0071128,283.9939596,12.97022841,573.9326073,503.8123099,1587.772128,178,1142004,205097,1697,46,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,21.3,23.1,2523,4.9,4.5,5.4,1050,4.3,3.5,5.1,43,8.4,7.8,9.1,547,2.3,2.2,2.5,152,2
1029,14523,331,190,374,532,389,1635,488,246,296,263.2,231.8,90.3,81.7,7.3,6.3,213.8931294,100.4027151,4.585471287,202.9071045,178.1169003,561.3381101,33,374558,46809,1710,46,46.79391719745223,44.65812101910828,48.838694267515926,3427,35.01929936305733,22.5,24.4,2523,4.2,3.9,4.6,1050,4.1,3.4,4.8,43,7.5,7.0,8.1,547,2.0,1.9,2.2,152,2
1030,67846,8271,9544,8112,8720,8367,9669,7536,5099,2528,263.2,231.8,90.3,81.7,7.3,6.3,35.66865739,16.74308125,0.764669743,33.83663613,29.70264033,93.60832104,0,67196,14070,803,46,38.4,36.4,40.3,19860,35.01929936305733,25.0,27.6,13594,5.9,5.3,6.5,3050,5.8,4.8,6.8,2975,9.9,9.2,10.7,5128,2.6,2.5,2.8,1349,2
