,TOT_POP,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Physicians,Patient Care,Primary Care,Patient Care Primary Care,General Surgeons,Patient Care General Surgeons,nurse practitioners,physician assistants,Total Hospitals (2019),Internal Medicine,Medicine/General,Specialist,ICU Beds_x,Total Population,Population Aged 60+,COUNTY_NAME,STATE_NAME,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
11,14523,14850,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,54.32593961,27.90310522,1.265279118,78.81737301,53.56465747,207.1357076,32,141005,33686,193,4,34.7,33.1,36.3,38332,25.2,24.1,26.4,27875,6.3,5.7,6.9,6960,5.9,5.0,6.9,6530,10.1,9.4,10.8,11153,3.0,2.8,3.2,152,4
12,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,1241.460548,637.6439053,28.91425565,1801.140666,1224.06367,4733.481111,651,3155816,598030,194,4,32.0,30.6,33.3,3427,21.6,20.7,22.4,2523,5.5,5.1,6.0,1050,5.1,4.4,5.8,43,10.1,9.4,10.7,547,2.7,2.6,2.9,152,1
13,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,153.1964454,78.68536775,3.568024128,222.2610685,151.0496677,584.1123845,70,374985,92327,195,4,30.1,28.4,31.8,3427,21.8,20.6,22.9,2523,5.9,5.4,6.5,1050,5.7,4.9,6.7,43,9.0,8.3,9.7,547,2.8,2.7,3.1,152,2
14,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,1302.792276,669.1453517,30.3427032,1890.122205,1284.535942,4967.328718,570,3283665,604412,201,4,34.1,32.6,35.5,3427,24.1,23.2,25.0,2523,5.3,4.9,5.8,1050,5.1,4.4,5.9,43,9.6,9.0,10.2,547,2.7,2.6,2.9,152,1
15,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,344.1931335,176.7858465,8.016435378,499.3636333,339.3698743,1312.350762,337,864263,179193,202,4,23.9,22.6,25.1,3427,16.8,16.0,17.5,2523,4.6,4.2,5.0,1050,3.8,3.2,4.3,43,8.8,8.2,9.4,547,2.3,2.2,2.5,152,1
16,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,299.8648314,154.0177676,6.984006389,435.0510721,295.6627551,1143.334372,131,763450,161619,205,4,32.8,31.4,34.1,3427,21.5,20.7,22.4,2523,5.0,4.6,5.5,1050,4.3,3.7,5.0,43,9.5,8.9,10.1,547,2.5,2.4,2.7,152,2
17,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,173.9959893,89.36851221,4.052456219,252.4375443,171.5577426,663.4175611,82,442996,86816,206,4,31.5,30.0,33.0,3427,25.3,24.1,26.3,2523,5.9,5.3,6.4,1050,5.7,4.9,6.7,43,9.6,9.0,10.3,547,2.9,2.7,3.1,152,3
18,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,755.0034129,387.7878565,17.5844184,1095.377016,744.4233729,2878.701543,313,1911226,338720,207,4,28.2,26.8,29.5,3427,19.1,18.3,19.8,2523,4.5,4.1,4.9,1050,3.8,3.3,4.4,43,9.5,8.8,10.1,547,2.4,2.2,2.5,152,1
19,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,22,273263,57232,106,4,28.4,26.8,30.1,3427,20.9,19.8,21.9,2523,5.7,5.2,6.4,1050,5.9,5.0,6.9,43,9.2,8.5,9.9,547,2.9,2.7,3.1,152,3
20,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,194.8099507,100.0590619,4.537224103,282.6349376,192.0800332,742.7777096,82,500943,124291,212,4,34.4,32.7,36.1,3427,25.3,24.1,26.6,2523,6.2,5.6,6.9,1050,6.3,5.2,7.4,43,10.1,9.3,10.9,547,3.0,2.8,3.2,152,3
21,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,331.5921434,170.3136758,7.722951828,481.0818154,326.9454649,1264.305298,139,847834,167777,219,4,33.7,32.0,35.2,3427,23.9,22.9,24.9,2523,5.9,5.4,6.4,1050,5.6,4.8,6.4,43,9.7,9.0,10.3,547,2.9,2.8,3.1,152,3
22,14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,85.88530594,44.11275251,2.000313016,124.6044568,84.68177499,327.4662849,14,212605,34981,220,4,32.5,31.0,33.8,3427,24.5,23.4,25.5,2523,5.1,4.7,5.5,1050,5.1,4.5,5.8,43,9.0,8.4,9.5,547,2.6,2.5,2.7,152,2
23,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,331.0062752,256.9157515,10.1760133,286.1860818,311.340272,833.4040553,127,626612,111767,224,5,31.8,30.3,33.2,3427,23.5,22.5,24.4,2523,4.7,4.3,5.2,1050,4.8,4.1,5.6,43,7.9,7.3,8.5,547,2.5,2.3,2.6,152,2
24,13765,1325,1391,1156,1455,1470,2057,2748,1623,540,285.7,262.5,95.4,88.9,7.8,7.1,6.996616138,5.430534184,0.215094589,6.049233228,6.580927718,17.61600519,0,12592,4283,225,5,34.1,31.8,36.7,3850,23.8,22.2,25.3,2685,7.6,6.8,8.6,861,6.9,5.7,8.4,782,10.3,9.2,11.4,1162,3.4,3.1,3.7,383,6
25,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,165.7422882,128.6434962,5.095358774,143.2998091,155.895078,417.3041585,72,316782,59425,228,5,22.0,20.6,23.5,3427,15.2,14.3,16.2,2523,4.6,4.1,5.1,1050,4.4,3.6,5.2,43,6.6,6.0,7.2,547,2.3,2.2,2.5,152,3
26,69267,8062,9397,9219,10126,10404,8628,7047,4185,2199,285.7,262.5,95.4,88.9,7.8,7.1,35.20774501,27.32704768,1.082379726,30.44040959,33.11595498,88.64568338,20,64283,11264,229,5,28.0,26.1,30.0,14889,21.8,20.4,23.1,11611,4.5,4.0,5.0,2376,4.1,3.4,5.0,2198,6.5,5.9,7.1,3473,2.2,2.1,2.4,1179,2
27,9605,754,837,901,1206,1364,1635,1735,895,278,285.7,262.5,95.4,88.9,7.8,7.1,4.882128442,3.789341143,0.150089614,4.221059583,4.592067616,12.29217071,0,9257,2454,232,5,31.2,28.7,33.5,2543,23.3,21.6,25.1,1901,6.0,5.4,6.8,492,5.6,4.6,6.6,453,8.3,7.4,9.3,680,2.7,2.5,2.9,223,2
28,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,364.1859419,282.6686741,11.1960445,314.8730268,342.5486424,916.9434648,227,678467,109403,238,5,29.2,27.6,30.6,3427,22.6,21.6,23.6,2523,4.6,4.2,5.0,1050,4.6,3.9,5.3,43,7.0,6.6,7.5,547,2.4,2.3,2.6,152,1
29,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,174.2297198,135.2311504,5.356284997,150.6379927,163.8782477,438.6737229,54,320940,50139,240,5,26.4,24.6,28.1,3427,19.9,18.7,21.2,2523,4.1,3.7,4.6,1050,3.8,3.1,4.6,43,6.1,5.5,6.7,547,2.1,2.0,2.3,152,2
30,54993,6196,6909,7277,8827,8511,7513,6104,2842,814,285.7,262.5,95.4,88.9,7.8,7.1,27.9524091,21.69570406,0.859331402,24.16748877,26.29167875,70.37827632,5,53726,8107,241,5,27.7,25.7,29.6,11906,22.8,21.4,24.3,9805,4.7,4.2,5.3,2017,4.6,3.7,5.5,1980,6.9,6.3,7.6,2987,2.3,2.1,2.5,994,5
31,26282,2738,3575,2371,2680,3445,4810,4136,1906,621,285.7,262.5,95.4,88.9,7.8,7.1,13.35888597,10.36871046,0.410687686,11.55001436,12.56519741,33.63486004,0,24553,5592,242,5,31.2,28.8,33.4,6408,23.0,21.4,24.7,4730,5.8,5.1,6.5,1191,5.9,4.8,7.1,1212,8.1,7.2,8.9,1666,2.7,2.5,2.9,552,2
32,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,362.8460886,281.6287258,11.15485385,313.7145975,341.2883936,913.5699966,95,674826,116223,243,5,31.7,30.0,33.1,3427,24.2,23.1,25.2,2523,5.0,4.6,5.5,1050,5.0,4.3,5.8,43,7.5,7.0,8.1,547,2.5,2.4,2.7,152,3
33,59770,8334,8146,7394,8655,7862,7724,6980,3205,1470,285.7,262.5,95.4,88.9,7.8,7.1,30.38051192,23.58031443,0.933977741,26.26681221,28.57552123,76.4917276,5,57945,10202,245,5,32.3,30.5,34.2,14458,24.1,22.7,25.3,10772,5.5,4.9,6.1,2453,5.8,4.9,6.9,2581,8.0,7.4,8.8,3592,2.6,2.4,2.8,1156,5
34,6121,447,597,495,729,1005,1187,1132,420,109,285.7,262.5,95.4,88.9,7.8,7.1,3.111244997,2.414841972,0.095647946,2.689964155,2.92639728,7.833459338,0,5793,1583,246,5,31.2,28.7,33.6,1611,23.6,21.8,25.5,1220,5.6,5.0,6.3,291,5.4,4.5,6.4,282,8.0,7.2,8.9,415,2.6,2.4,2.8,133,2
35,15525,1299,1627,1866,2122,1927,2378,2727,1213,366,285.7,262.5,95.4,88.9,7.8,7.1,7.891207087,6.124885086,0.242596695,6.822691309,7.422368531,19.8683967,0,14793,3858,247,5,29.8,27.4,32.1,3849,21.7,20.2,23.3,2803,6.4,5.7,7.2,824,6.4,5.2,7.6,821,8.7,7.7,9.6,1120,2.8,2.6,3.1,367,6
36,17246,1544,2293,3549,2395,2161,1971,1996,989,348,285.7,262.5,95.4,88.9,7.8,7.1,8.765974713,6.803849803,0.269489378,7.579010261,8.24516378,22.07087727,0,16215,2905,248,5,26.8,24.7,28.8,3835,19.9,18.4,21.3,2849,4.8,4.3,5.4,694,4.8,4.0,5.7,688,6.7,6.0,7.3,956,2.3,2.1,2.5,331,6
37,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,294.9268123,228.9121062,9.066834645,254.9919901,277.4043903,742.56357,94,564029,124374,36,5,29.9,28.2,31.7,3427,22.3,21.2,23.5,2523,5.1,4.6,5.7,1050,5.1,4.2,6.0,43,7.3,6.7,7.9,547,2.5,2.4,2.7,152,2
38,56310,5722,6700,7154,7982,6975,7617,8267,4118,1775,285.7,262.5,95.4,88.9,7.8,7.1,28.62182744,22.21528368,0.879911103,24.74626393,26.92132509,72.06373065,11,54469,12490,253,5,32.5,30.4,34.5,14847,22.0,20.7,23.3,10038,5.7,5.1,6.3,2593,5.6,4.6,6.6,2553,7.8,7.1,8.5,3561,2.7,2.5,2.9,1225,5
39,14523,331,190,374,532,389,1635,488,246,296,285.7,262.5,95.4,88.9,7.8,7.1,178.1649034,138.2855054,5.477263007,154.0403293,167.5796311,448.581686,55,330976,67199,254,5,24.6,23.1,26.3,3427,19.8,18.7,21.0,2523,5.0,4.5,5.6,1050,4.9,4.0,5.8,43,6.8,6.2,7.5,547,2.4,2.3,2.6,152,3
40,776,69,52,55,85,78,120,169,107,41,285.7,262.5,95.4,88.9,7.8,7.1,0.394433282,0.306145625,0.012125928,0.341024699,0.370998904,0.993099893,0,834,394,257,5,34.6,32.1,37.2,228,23.5,21.7,25.2,155,7.8,6.9,8.8,51,6.7,5.5,8.1,45,9.9,8.9,11.1,66,3.4,3.1,3.6,22,6
41,4833,352,458,339,465,591,751,1087,610,180,285.7,262.5,95.4,88.9,7.8,7.1,2.456567076,1.906703357,0.075521406,2.123933468,2.310615595,6.185118278,0,4653,1815,262,5,32.8,30.2,35.7,1343,22.7,20.8,24.5,929,7.3,6.5,8.3,299,6.3,5.1,7.7,258,9.6,8.5,10.8,393,3.2,3.0,3.5,132,6
42,18556,1419,1670,1489,2047,2343,3621,3914,1660,393,285.7,262.5,95.4,88.9,7.8,7.1,9.431835021,7.320667804,0.289959695,8.154709174,8.871463476,23.74737322,0,16900,4718,263,5,33.2,30.6,35.8,5231,24.8,23.1,26.4,3905,6.4,5.7,7.2,1015,6.3,5.2,7.4,991,9.0,8.1,10.0,1422,2.9,2.7,3.1,451,2
43,17950,1397,1594,2194,2588,2531,2713,2756,1631,546,285.7,262.5,95.4,88.9,7.8,7.1,9.123811092,7.081590164,0.28049022,7.888393494,8.581740105,22.97183387,4,17747,4417,264,5,27.3,25.2,29.5,4169,20.7,19.2,22.3,3156,5.3,4.7,6.1,814,4.6,3.7,5.7,705,7.2,6.5,8.0,1100,2.5,2.3,2.7,380,5
44,6336,804,926,736,876,676,847,805,420,246,285.7,262.5,95.4,88.9,7.8,7.1,3.220527414,2.499663247,0.099007579,2.784449091,3.029186925,8.108609437,0,6557,1362,267,5,33.4,31.5,35.5,1612,23.8,22.4,25.3,1150,6.6,6.0,7.2,317,6.8,5.9,7.8,327,8.9,8.2,9.6,430,2.9,2.7,3.1,140,6
45,25733,2401,2805,3415,3821,3663,3622,3680,1724,602,285.7,262.5,95.4,88.9,7.8,7.1,13.07983459,10.15212032,0.402108904,11.30874818,12.30272524,32.93226746,4,24359,4914,269,5,26.9,24.7,29.2,5664,20.3,18.8,21.8,4278,5.2,4.6,5.9,1102,5.1,4.2,6.2,1072,7.2,6.5,8.0,1521,2.4,2.3,2.6,515,5
46,762,53,52,81,97,106,113,139,91,30,285.7,262.5,95.4,88.9,7.8,7.1,0.387317217,0.300622379,0.011907161,0.334872192,0.364305625,0.975183143,0,569,164,271,5,34.7,32.0,37.1,231,24.6,23.0,26.5,164,7.4,6.6,8.3,49,6.7,5.5,8.0,45,9.8,8.8,10.8,65,3.2,2.9,3.4,21,6
47,8191,717,837,1016,1248,1297,1246,1187,517,126,285.7,262.5,95.4,88.9,7.8,7.1,4.163405942,3.231493317,0.127994172,3.599656329,3.916046418,10.4825789,0,7804,1475,272,5,30.0,27.7,32.3,2024,22.8,21.2,24.6,1540,5.1,4.5,5.8,346,4.8,3.9,6.0,327,7.2,6.5,8.1,488,2.4,2.2,2.6,163,6
48,31007,2767,2683,5100,5375,4532,4158,3990,1959,443,285.7,262.5,95.4,88.9,7.8,7.1,15.76055769,12.23280592,0.484521463,13.62648563,14.82417913,39.68176339,8,29722,5667,274,5,27.2,24.9,29.3,7052,21.6,20.1,23.1,5609,4.8,4.3,5.4,1255,4.8,3.9,5.8,1249,6.8,6.1,7.5,1767,2.3,2.1,2.5,596,5
49,25083,2126,2574,2245,2530,2877,4503,5096,2443,689,285.7,262.5,95.4,88.9,7.8,7.1,12.74944588,9.895683904,0.391951877,11.02309604,11.99196585,32.10041833,0,23769,6744,275,5,32.5,30.1,34.8,6759,23.5,21.9,25.2,4895,7.0,6.2,7.8,1448,6.7,5.5,8.0,1391,9.3,8.4,10.3,1934,3.1,2.8,3.3,637,3
50,14523,331,190,374,532,389,1635,488,246,296,352.1,302.9,105.7,93.7,8.6,7.1,853.2981094,427.9699496,8.4537274,1027.392058,206.8521423,2275.901923,173,947328,197334,277,6,31.7,30.0,33.4,3427,23.2,22.3,24.2,2523,5.5,4.9,6.1,1050,5.5,4.5,6.5,43,8.6,7.9,9.3,547,2.6,2.5,2.8,152,3
51,14523,331,190,374,532,389,1635,488,246,296,352.1,302.9,105.7,93.7,8.6,7.1,163.7401016,82.12351844,1.622192957,197.1471378,39.69303391,436.7247601,21,184454,50170,279,6,33.2,31.1,35.3,3427,23.8,22.5,25.1,2523,6.9,6.1,7.7,1050,6.6,5.4,7.9,43,9.2,8.3,10.2,547,2.9,2.6,3.1,152,5
52,14523,14108,190,374,532,389,1635,488,246,296,352.1,302.9,105.7,93.7,8.6,7.1,147.0786822,73.76701706,1.457126263,177.0863761,35.65405825,392.2857111,24,164110,41372,280,6,33.6,31.5,35.5,45015,27.1,25.7,28.6,2523,6.3,5.6,7.1,1050,5.9,4.8,7.0,7922,9.0,8.1,9.8,12051,2.7,2.5,2.9,152,2
53,14523,12983,190,374,532,389,1635,488,246,296,352.1,302.9,105.7,93.7,8.6,7.1,136.4457149,68.43407372,1.351784172,164.2840202,33.07646897,363.9256451,16,151596,31539,283,6,33.5,31.5,35.4,41783,25.2,23.7,26.5,31440,5.7,5.1,6.3,7162,5.6,4.6,6.5,6931,7.9,7.1,8.6,9818,2.3,2.2,2.5,2920,2
54,14523,331,190,374,532,389,1635,488,246,296,847.0,619.0,239.7,179.4,25.3,15.2,359.0,288.0,10.0,1623.0,332.0,4170.0,314,672391,113026,288,8,32.0,30.5,33.7,3427,24.8,23.8,26.0,2523,4.1,3.8,4.5,1050,4.9,4.2,5.6,43,8.1,7.5,8.7,547,2.6,2.5,2.7,152,1
55,14523,331,190,374,532,389,1635,488,246,296,228.7,202.9,79.1,71.9,7.0,6.1,108.3026273,74.83340414,3.261449835,111.9689467,76.72279577,287.6373827,24,211300,33215,380,10,32.5,30.6,34.5,3427,26.2,24.8,27.6,2523,5.1,4.6,5.7,1050,5.2,4.3,6.3,43,8.9,8.2,9.7,547,2.3,2.1,2.5,152,2
56,14523,331,190,374,532,389,1635,488,246,296,228.7,202.9,79.1,71.9,7.0,6.1,480.6607659,332.120118,14.47472711,496.9323557,340.5054771,1276.571106,538,1010420,159840,128,10,33.1,31.7,34.6,3427,26.5,25.5,27.5,2523,5.1,4.7,5.5,1050,5.3,4.6,6.1,43,10.1,9.5,10.8,547,2.7,2.6,2.9,152,1
57,39272,5078,6440,3713,4534,5838,5284,4462,2693,1230,228.7,202.9,79.1,71.9,7.0,6.1,17.97567654,12.4205765,0.541323593,18.58419893,12.73417086,47.74100761,0,35972,7602,409,10,34.4,32.1,36.8,9888,26.8,25.1,28.4,7710,5.8,5.2,6.5,1678,5.8,4.8,7.0,1678,9.4,8.6,10.4,2718,2.5,2.4,2.7,728,4
58,72133,8896,8198,7835,9282,8660,9469,10374,6040,3379,314.1,273.7,118.5,104.7,9.4,8.4,20.92149545,7.972511617,1.117167233,38.33914822,24.8823611,91.60771311,9,71093,18043,449,11,34.4,33.3,35.5,19376,22.7,22.0,23.4,12799,6.7,6.3,7.1,3764,5.4,4.9,6.0,3056,11.0,10.4,11.6,6211,3.1,3.0,3.3,1775,5
59,14523,331,190,374,532,389,1635,488,246,296,314.1,273.7,118.5,104.7,9.4,8.4,48.49681131,18.48058101,2.589635556,88.87158384,57.67824647,212.3501156,20,164094,37939,450,11,34.2,33.1,35.3,44759,22.8,22.2,23.5,29836,6.4,6.0,6.8,1050,5.4,4.9,5.9,7107,10.4,9.9,10.9,547,3.0,2.9,3.1,152,4
60,14523,331,190,374,532,389,1635,488,246,296,192.6,181.6,73.9,68.9,5.8,5.5,184.320564,165.5670183,12.05585085,104.2161329,247.0109884,373.7313762,105,435117,80856,451,12,33.0,31.1,35.0,3427,25.0,23.6,26.3,2523,5.7,5.2,6.4,1050,5.5,4.6,6.4,43,8.6,7.8,9.4,547,2.6,2.4,2.8,152,3
61,40134,4313,5932,10247,4592,3745,3829,3992,2293,1191,192.6,181.6,73.9,68.9,5.8,5.5,15.74054616,14.1390371,1.029541537,8.899814617,21.09416215,31.91578764,0,38697,6552,471,12,33.7,31.6,35.8,10945,27.9,26.2,29.6,9070,5.4,4.8,5.9,1740,5.3,4.5,6.1,1715,7.9,7.2,8.6,2564,2.4,2.2,2.6,780,5
62,39304,6228,7332,13373,3409,2672,2358,2100,1172,660,192.6,181.6,73.9,68.9,5.8,5.5,15.41502034,13.84663164,1.008249877,8.715760047,20.6579197,31.25574618,4,38241,3374,44,12,33.0,30.2,35.6,9498,28.1,25.9,30.2,8076,4.5,4.1,4.9,1280,5.2,4.5,6.1,1491,7.0,6.4,7.5,2002,2.1,2.0,2.3,613,5
63,11640,1584,1535,1261,1703,1938,1449,1347,596,227,192.6,181.6,73.9,68.9,5.8,5.5,4.565205494,4.100722377,0.29859629,2.581199037,6.1179062,9.256484978,0,10776,1500,481,12,34.6,32.3,37.0,3035,28.6,26.8,30.4,2510,5.5,4.9,6.2,487,5.4,4.4,6.5,470,9.2,8.3,10.1,807,2.5,2.3,2.7,221,5
64,14523,331,190,374,532,389,1635,488,246,296,284.4,240.5,99.6,87.2,7.0,5.8,361.7108759,181.6206937,13.62884018,703.3793398,441.2245905,1558.497959,257,931826,189208,495,13,33.2,31.5,34.9,3427,25.3,24.1,26.5,2523,5.5,5.0,6.1,1050,5.6,4.7,6.7,43,8.7,8.0,9.5,547,2.5,2.4,2.7,152,2
65,14523,12732,190,374,532,14227,14540,14162,8205,4626,230.8,212.0,80.3,74.4,6.5,6.1,75.80897336,18.55157327,2.897997244,57.76235416,72.95488516,191.1360909,38,144436,23773,49,14,33.9,31.9,36.1,42062,27.1,25.5,28.7,33591,5.8,5.2,6.4,7128,7.1,6.0,8.4,43,9.2,8.5,10.0,11462,2.5,2.3,2.7,3070,4
66,14523,331,190,374,532,389,1635,488,9307,296,230.8,212.0,80.3,74.4,6.5,6.1,99.61250698,24.37664883,3.807949876,75.89936457,95.86225332,251.1516032,30,186081,28594,571,14,34.3,32.2,36.1,3427,28.2,26.7,29.6,2523,5.4,4.9,5.9,1050,6.9,5.9,8.0,43,9.5,8.8,10.2,547,2.4,2.2,2.6,152,4
67,90180,14318,12601,10672,14945,12514,10160,7806,4411,2753,218.2,193.1,84.8,77.9,6.9,6.5,54.91698258,24.37262547,3.371594144,36.51607895,61.74588937,116.7771633,0,80864,12950,23,15,34.4,32.2,36.8,22395,29.8,28.2,31.5,19411,4.6,4.2,5.2,3026,4.3,3.5,5.2,2823,7.1,6.5,7.8,4633,2.2,2.0,2.3,1410,3
68,14523,331,190,374,532,389,14920,13782,7282,4028,218.2,193.1,84.8,77.9,6.9,6.5,92.11291623,40.8804982,5.655215461,61.24885897,103.5671238,195.8717423,95,144425,21650,136,15,30.9,29.1,32.7,37379,28.4,26.9,29.9,2523,4.8,4.3,5.3,5763,4.5,3.8,5.4,5487,7.4,6.8,8.0,8941,2.2,2.1,2.4,2667,4
